date,sudoku,time,difficulty,alg2,version
2022-07-30 12:30:28.217545,"""000000000000003085001020000000507000004000100090000000500000073002010000000040009""",0.00642,1,True,v2.11
2022-07-30 12:32:39.396886,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00507,1,False,v2.11
2022-07-30 12:32:39.403151,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00481,1,True,v2.11
2022-07-30 12:32:39.417056,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00346,1,False,v2.11
2022-07-30 12:32:39.437347,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00352,1,True,v2.11
2022-07-30 12:32:39.495976,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.05147,7,False,v2.11
2022-07-30 12:32:39.524344,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.00364,2,False,v2.11
2022-07-30 12:32:39.537160,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.00373,1,True,v2.11
2022-07-30 12:32:42.497295,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",2.94879,1708,False,v2.11
2022-07-30 12:32:42.679953,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.13528,111,False,v2.11
2022-07-30 12:32:56.155274,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00519,1,False,v2.11
2022-07-30 12:32:56.160889,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00419,1,True,v2.11
2022-07-30 12:32:56.165326,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00312,1,False,v2.11
2022-07-30 12:32:56.170102,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00283,1,True,v2.11
2022-07-30 12:32:56.199005,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.02529,7,False,v2.11
2022-07-30 12:32:56.208534,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.0071,1,True,v2.11
2022-07-30 12:32:56.212418,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.00181,1,False,v2.11
2022-07-30 12:32:56.219778,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.00492,1,True,v2.11
2022-07-30 12:33:01.545795,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",5.32484,2871,False,v2.11
2022-07-30 12:33:02.106874,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",0.55971,260,True,v2.11
2022-07-30 12:33:02.257308,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.14756,111,False,v2.11
2022-07-30 12:33:02.342549,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.08441,46,True,v2.11
2022-07-30 12:33:24.229274,"""000000000000003085001020000000507000004000100090000000500000073002010000000040009""",21.88576,17543,False,v2.11
2022-07-30 12:33:24.236622,"""000000000000003085001020000000507000004000100090000000500000073002010000000040009""",0.00633,1,True,v2.11
2022-07-30 12:41:01.584981,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00452,1,False,v2.11
2022-07-30 12:41:01.595904,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00421,1,True,v2.11
2022-07-30 12:41:01.605414,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00287,1,False,v2.11
2022-07-30 12:41:01.612849,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00331,1,True,v2.11
2022-07-30 12:41:01.650553,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.02377,6,False,v2.11
2022-07-30 12:41:01.657053,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.00537,1,True,v2.11
2022-07-30 12:41:01.662852,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.00361,1,False,v2.11
2022-07-30 12:41:01.669792,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.00503,1,True,v2.11
2022-07-30 12:41:05.570447,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",3.89692,2464,False,v2.11
2022-07-30 12:41:06.033846,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",0.46236,259,True,v2.11
2022-07-30 12:41:06.152203,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.11735,91,False,v2.11
2022-07-30 12:41:06.224029,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.07098,46,True,v2.11
2022-07-30 12:41:10.664356,"""000000000000003085001020000000507000004000100090000000500000073002010000000040009""",4.43952,3758,False,v2.11
2022-07-30 12:41:10.672827,"""000000000000003085001020000000507000004000100090000000500000073002010000000040009""",0.0074,1,True,v2.11
2022-07-30 12:53:49.527493,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00347,1,False,v3.0
2022-07-30 12:53:49.533693,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00537,1,True,v3.0
2022-07-30 12:53:49.539225,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00448,1,False,v3.0
2022-07-30 12:53:49.544791,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00439,1,True,v3.0
2022-07-30 12:53:49.568156,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.02223,8,False,v3.0
2022-07-30 12:53:49.574360,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.00539,1,True,v3.0
2022-07-30 12:53:49.578131,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.00286,1,False,v3.0
2022-07-30 12:53:49.582181,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.00292,1,True,v3.0
2022-07-30 12:53:53.516363,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",3.93352,1789,False,v3.0
2022-07-30 12:53:53.983612,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",0.46622,161,True,v3.0
2022-07-30 12:53:54.124946,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.14031,67,False,v3.0
2022-07-30 12:53:54.226267,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.10053,33,True,v3.0
2022-07-30 12:54:07.764934,"""000000000000003085001020000000507000004000100090000000500000073002010000000040009""",13.53773,6527,False,v3.0
2022-07-30 12:54:07.773005,"""000000000000003085001020000000507000004000100090000000500000073002010000000040009""",0.00711,1,True,v3.0
2022-07-30 12:56:42.034334,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00434,1,False,v3.0
2022-07-30 12:56:42.041724,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00627,1,True,v3.0
2022-07-30 12:56:42.047715,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00501,1,False,v3.0
2022-07-30 12:56:42.053536,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00488,1,True,v3.0
2022-07-30 12:56:42.090753,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.03602,9,False,v3.0
